"Residents, The","Animal Lover","Mute","It is no wonder that The Residents celebrated their 33rd year together by headlining a tour of Australia with some of their many followers:  Black Dice, SunO))), OOIOO, Gang Gang Dance, Growing, Sir Richard Bishop, etc.  This San Francisco collective, who have never revealed their identities, have been severely damaging to those who like their pop songs sorelymusi twisted into beautiful unmistakably Residents weirdness.  On “Animal Lover,” the Resident’s first album of new material for their current home at Mute, the band takes the dark post-9/11 sounds of their last album, “Demons Dance Alone”, and pushes it further along a traversing descent into a cold somnambulant and wounded soundscape.  The album is full of very dark and almost terrifying journey of somewhat rhythmic atmospheres and distorted musings on the differences between humans and animals.    A few of the more silly/comedic elements of the band do remain, but overall this is a dark album from one of America’s most revered avant garde bands.  How many other bands are making incredibly relevant music in their 33rd year? ","","","15.8.4.14.12.6.1.2"
"Cosmic Rough Riders","Too Close To See Far","429","This is a laid back, mellow indie pop album from Daniel Wylie and Stephen Fleming (and crew) of Glasgow, Scotland.  The songs include retro-psychedelic reverb and keyboards. Vocals tend to have a lot of harmonizing and Beach-Boys like choruses. It sounds more like something that would come out of Southern California. Some of the guitar work compares favorably to R.E.M. It’s definitely music to chill out to. There’s Nothing Wrong (4) has a great melody and vocals. ","","","2.4.3.5.8.11"
"Various Artists (Black Sabbath)","Everything Comes & Goes","Temporary Residence","Say what you will about Ozzy now, but the work he did with Tony Iommi, Geezer Butler and Bill Ward as Black Sabbath is among some of the most important metal music ever created.  This tribute album which contains, ""interpretations and mutilations"" from a variety of bands (many very important in their own right) is quite rewarding.  Matmos starts it out with a blippy mutilation, Ruins with a Japanese noise rock version of Sabbath in reverse...?, Grails with a Godspeed meets Neurosis instrumental dirge, Four Tet with a soft post rock instrumental, Curtis Harvey Trio with a alt-country version of Changes, Paul Newman with a harder post rock instrumental, Anomoanon with a folky Oldham take, Racebannon with a loud and chaotic take on Sabbath Bloody Sabbath, and Greenness with a pretty true cocky take on Sweet Leaf. ","","","7.8.3.2.6.4"
"Kill The Vultures","Kill The Vultures","JIB","Minneapolis hip hop unit Kill the Vultures don't just make hip-hop. They make junk hop: insulated, spare and stripped down sounds from the rust belt. Willfully restrained, raw and uncooked, the self titled debut is a masterful exercise in excision and reduction. Shedding the skin of their previous outing as Oddjobs, MCs Advizer (Adam Waytz), Crescent Moon (Alexei Casselle) and Nomi (Mario De Mira) push hip-hop in a new direction. The tunnel vision and bare-bones pulp production of Anatomy (Stephen Lewis), darkly comic lyrics from Nomi, Crescent Moon, and Advizer make for an overall urban noir ride that's as rickety as a train wreck shot on 16mm. On Chicago hip hop label, Jib Door Productions. RIYL: Madvillain, Public Enemy, Rhymesayers, DIY Punk.","","","7.4.3.6"
"Josephine Foster","Hazel Eyes, I Will Lead You","Locust","Chicago songstress, Josephine Foster harkens back to the days when maidens were fair and wore stars in their hair.   It is her innocent lack of convention that has won her the praise of folks like Dave Pajo of Slint / Zwan, M. Gira of Young God, Devendra Banhart and Mojo Magazine. Her new album, Hazel Eyes, is an invitation to get lost in the wide-eyed acreage of song throughout the ages -- a bent and intuitive collection of supernatural balladry. Earthen hymns, cosmic madrigals, flapper blues and acid folk are sewn into one luminescent patch from one of America 's most adventurous and pioneering songstresses. Self produced in the studio with an array of unusual instruments and eclectic arrangements, Hazel Eyes is a fearless collection of 14 self penned originals to stir the spirited souls of nymphs and shepherds alike. First widely available solo release after 2004s acclaimed album with her rock band, The Supposed, and her debut duet with Jason Ajemian as Born Heller. RIYL: Devendra Banhart, Akron Family, Joanna Newsom , Espers","","","2.12.6.7.5"
"Apothecary Hymns","Trowell and Era","Locust","With a treasure trove of analogue, swirling effects, arch songcraft and a sweet yet assured vocal delivery, trowel & era brings to the table the epic debut long player by the one man band Apothecary Hymns (Aka Alex Stimmel). Stimmel has made a collection with one foot in kaleidoscopic coastal loner psych that floats on a musical bed of whimsical levity and another foot rooted firmly in the grand ethos of east village troubadours of the mid 60s. RIYL: Big Star, Syd Barrett, the Petals, Neutral Milk Hotel,  the Zombies, Kevin Ayers","","","1.8.3.2.7"
"Mountain Goats, The","The Sunset Tree","4AD","The Mountain Goats play songs that primarily focus on John Darnielle's acoustic guitar, hyper-literate lyrics, and unique vocal delivery.  It rocks figuratively.  I like this album about as much as last year's We Shall All Be Healed, which I liked more than about half the previous Mountain Goats releases. For those interested in background information, this is the ninth proper Goats album and third recorded in a professional studio.  There are also 12 7"" singles, 6 EPs, 6 cassette-only releases, and at least 22 other songs that seem to appear exclusively on compilations. ","","","3.6.1.12.5"
"Remora","Enamored","Silber","RIYL: Low, Aarktica, Flying Saucer Attack","","","1.2.5.11"
"Fugue, The","Four Corner Races 7”","RIYL","","","","1.3"
"Sheep on Drugs","F**K","Invisible","","","","1.3.4.6"
"Catch, The","Get Cool","Made In Mexico","","","","2.4.6.10"
"Luke Temple","Hold a Match For A Gasoline World","Mill Pond","","","","1.3.5.9"
"Everything, Now!","Police! Police!","Standard","","","","4.3.5"
"Jet By Day","The Vulture","Future Farmer","","","","4.9"
"Sylvie Lewis","Tangos & Tantrums","Cheap Lullaby","","","","2.5.11"
"Supersuckers","Live at the Tractor Tavern","Mid-Fi","","","","1.5.6"
"Loquat","It’s Yours To Keep","Jackpine","","","","1.3.4.5.9"
"Benzos","Morning Stanzas","Stinky","","","","1.2.3.5"
"The Gun Shys","The Gun Shys EP","Intravenous","","","","4.5.2"
"Airborn Audio","Good Fortune","Ninja Tune","Airborn Audio is M.Sayyid & High Priest (Anti Pop Consortium). For this enigmatic duo, biographical information has always seemed a needless clutter given the singularity of their music. Good Fortune is a serious, unabashed & self-aware, yet non self-conscious masterwork. This is a physical music that feels disjointed, yet hyper-connected by insisting on the absence of boundaries rather than making aims to blur them. Airborn plunge headlong into competing reference points & clashing styles, mining both high-brow poetic tantrums & ecstatically obtuse jingles - what emerges is a sequence of pan-cultural aphorisms that sound something like the happy bastard of Sun Ra, Luc Ferrari era-musique concrete & Moondog freestyling on an acid-fueled bender. Check for profanity.","","","10.7.2."
"Spike Priggen","Stars After Stars After Stars","Volare","Though only his 2nd LP under his own name, Priggen's lengthy musical resume encompasses numerous highly-regarded bands (Hello Strangers, Dumptruck) and notable recording projects. Priggen tackles an assortment of tunes originally recorded by the likes of the Ramones, Big Star, Alice Cooper and the Zombies, as well as such lesser-known but no less notable acts as the Pontiac Brothers, the Jacobites and Hot Bodies, local legends from Priggen's hometown of New Haven, Connecticut. Although written by others, the artist imbues the songs with the same sonic adventurousness and emotional commitment that he applies to his own compositions. The LP title comes from the legendary ""J & H Prod."" tape (check trk12). All clean.","","","1.5.8.10.11"
"Howling Hex, The (Neil Michael Hagerty)","All Night Fox","Drag City","Seems like Neil Hagerty has taken the name Howling Hex and run with it: not only is that the title of one of his best solo albums, it's now the moniker for another phase of his post-Royal Trux career. After a trio of vinyl-only releases limited to 500 copies, Howling Hex makes its CD debut with the excellently named All-Night Fox. After hearing this album, those who slept on the band's earlier work will be able to see why die-hard Hagerty fans snapped up those albums so quickly: All-Night Fox is some of his most audacious, entertaining music in a while. The album's fuzzed-out blues-rock is both more immediate and more unhinged than much of his Neil Michael Hagerty solo work, and though it's seemingly simple, with almost stupidly catchy bass lines and wiry, Southern-fried guitar licks that are too tightly-wound to be wanky, it's far from straightforward. As on some of Howling Hex's earlier albums, Hagerty is joined by an uncredited female singer who adds a very different sound, and feeling, to his music. Her pretty voice and detached style of singing make lyrics like ""Dangerous enough/Red, white, black and blue"" sound even stranger and more subversive than when Hagerty sings them by himself. He exploits the contrast between their voices, cloaking the woman's voice in different layers of reverb that give songs such as ""Now We're Gonna Sing"" and ""Instilled With Mem'ry"" an underlying trippiness. This hypnotic quality extends to the whole album; its circular guitar riffs and the variations on themes from song to song make it loopy in both senses of the word.","","","2.1.8.7.5."
"Bobby Conn & The Glass Gypsies","Live Classic V.1","Thrill Jockey","","","","3.15.5.13.2.11."
"Magneta Lane","The Constant Lover","Paper Bag","","","","1.2.6.5."
"Howling Diablos","Car Wash","Alive","","","","1.6.8"
"Screeching Weasel","Wiggle (re-master)","Asian Man","I’ve always had a love/hate relationship with this album. It was Weasel’s 4th album and the expectations were high after the success of My Brain Hurts. It got to the band’s head (as mentioned in the liner notes). The band was also just about to finish a transitional phase from their earlier faster and rawar sound to the sound that would make Anthem For a New Tomorrow such a great album. The songwriting on here is some of the best the band ever did and I think my biggest complaint was with the album’s original mix. This version has been completely remixed and remastered and just absolutely sits perfectly with me now. By far my new favorite Screeching Weasel album, well, until the remaster for Anthem comes out, then I’ll have to re-evaluate. If you are unfamiliar with the band, they combined the buzzsaw three chord punk rock of the RAMONES with pop melodies and harmonies and were the band that put the term “pop-punk” on the map. Over the years they had way too many imitators that watered the sound down a lot, but many of the Weasel albums from the early-late/mid 90’s are considered classics.","","","3.9.1.13.6.4.7"
"Troubled Hubble","Making Beds In A Burning House","Lookout Records","Since 2003’s release of Penturbia, Troubled Hubble has been riding a huge wave of popularity that is a direct result of the band’s hard work and energy. They recorded MBIABH with DISMEMBERMENT PLAN member Jason Caddell in August of 2004 and the labels of the independent world finally got off their asses and got a clue. In the end Lookout Records gave the band a comfortable home and the bands 6th release is the first that wasn’t funded by them. The band is by far one of the most enjoyable, endearing and fun bands that has ever graduated from the rock clubs of Chicago and this album is another huge leap forward for the band. The production is stellar, the writing is top notch and the lyrics are as simultaneously socially conscious and wittily bizarre as ever. The album could easily draw comparisons to D. PLAN, early REM and some BUILT TO SPILL, but once the rest of the bands out in the world catch up they’ll be getting compared to Troubled Hubble. (Track 13 is a new recording of Nancy, which originally appeared on Penturbia).","","","6.4.5.12.10.3.9.11.8.13"
"Head of Femur","Hysterical Stars","Spin Art","Head of Femur’s follow up to the album Ringodom Or Proctor is everything their debut album is not. It is precise, to the point, speaking with a voice that is truly the band’s own. As with all bands of this size (30 people play on this record, and they’ve played shows with upwards of 15 people on stage) the core revolves around three main songwriters. Matt, Mike and Ben have crafted a solid sophmore album that finally sements the band firmly in the realm of orchestral pop music. Comparisoons abound to SCOTLAND YARD GOSPEL CHOIR, SUPER FURRY ANIMALS, BRIAN WILSON, THE WHO (compositionally only) and yes, BRIGHT EYES (the more band oriented albums of course, like Lifted).","","","10.1.12.4.5.2.7."
"Gil Scott-Heron","Ghetto Style","BMG","Looking for a good primer to the wonderful world of Gil Scott-Heron?  Look no further than this compilation featuring a hearty 21 tracks from the highly influential poet and lyricist culled from his first three LPs, Small Talk at 125 th and Lenox (1970, tracks 17 & 19), Pieces of a Man (1971, tracks 1-6, 11, 12, 14, 15) and Free Will (1972, tracks 7-10, 13, 16, 18, 20, 21).  Notated as one of the most important figures to proceed rap, Scott-Heron paired his street-wise, socially conflicted poetry with jazzy r&b accompaniment creating a style all his own.   Small Talk was a gritty, edgy, in-your-face album of social commentary as viewed from the ghetto performed in a beat poetry manner.  Pieces found Scott-Heron exploring further musical accompaniment, enlisting bassist Ron Carter, drummer Bernard Purdie and Hubert Laws to provide a jazzy background.   Free Will was the first album to feature his long time collaborator Brian Jackson as the musical director; his influence further pushed Scott-Heron into jazzy soul music.   Only released in Europe, this comp is your definitive introduction to Scott-Heron's early work.","","","1.6.7.8.9.14.15.19"
"Weezer","Make Believe","Geffen","While Weezer’s Rick Rubin produced 5th album isn’t up to par with the recordings the band made pre-Rivers/Matt Sharp split up it does show the promise that the band once had. The new-wavey synths of “This Is Such a Pity” and driving distorted rock guitar of “My Best Friend” along with the melodies help show that the band is the closest they've ever been to where they were on Pinkerton. Is this album Pinkerton? No. They’ll never do a Pinkerton. But it’s equal part catchy melodies, bouncy rhythms and a return to some unexpected hooks thrown in the songwriting that make this much better than The Green album and Maladroit. Now if only they could do something about those horrible lyrics, ugh... DO NOT PLAY TRACK1 ! ! ! ! !  ","","","3.9.11.4.2"
"German Art Students, The","Name-Droppers","Autobahn","Madison, WI’s The German Art Students are a fun, catchy pop band. The recording is a bit on the lower-fi side of things and wile not being a twee band themselves, they definitely wouldn’t be out of place on a twee-pop show. Some of the times the female singer’s voice sounds like a young ELIZABETH ELMORE. RIYL: TULLYCRAFT, POSTER CHILDREN, THE RUBY LEE, THE DIALS","","","8.2.10.5.6.3."
"Robot Ate Me, The","Carousel Waltz","Kill Rock Stars","""Carousel Waltz"" finds Ryland Bouchard (The Robot Ate Me) responding to political insanity and personal tragedy with an album based on hope, love, and the importance of transforming sorrow into joy. A master of beautifully skewed pop songs -- occasionally obscured by intrepid experimentation and obtuse subject matter -- his latest release is quite possibly his most realized work to date. Almost entirely written and recorded alone in a bedroom, the songs are personal, heartfelt, and completely timeless. All of this is set to expansive orchestrations and the catchiest pop melodies this side of the Vaselines. ""Carousel Waltz"" follows in the tradition of similar cracked masterpieces such as The Microphones' ""The Glow Pt 2"" and The Flaming Lips' ""The Soft Bulletin,"" but retains a distinct and irresistible warmth that transcends comparison.","","","1.3.4.8"
"Malcolm Kipe","Breakspiracy Theories","Merck","Merck Records, responsible for breaking amazing glitchy instrumental hip hoppers such as Machine Drum and Jimmy Edgar while they both were still virtually unknowns, return with what is truly their most ambitious and most hip hop leaning release to date -- Malcom Kipe's ""Breakspiracy Theories"" is a completely fresh, undeniably dope instrumental hip hop record that sees Merck getting into Stones Throw/early RJD2-style beat-driven territory without ever losing sight of the precision and execution and electronic backbone they have come to be known for in the electronic world, while fusing in some blistering vocals and cratedigger-deep samples. Kipe's music is an audio puzzle and the pieces are scattered across the clatter of his dusty studio. Guests include Chicken George, Joseph Nothing, and Stres from Antennae. Don't miss 2005's breakthrough instrumental hip hop record.","","","1.2.4.6.10.12.15.16.17"
"Magic Arrows","Sweet Heavenly Angel of Death","Wobblyhead","Scott Bechta (aka Magic Arrows) grew up in Milwaukee, where he first learned audio techniques with Erik Kowalski (Casino Vs. Japan). Then Scott moved to NYC to join a band called the New Rising Sons, but his stay in the city was tumultuous -- the next few years were a hodgepodge of hospital stays, lost jobs, massive drug intake, and a gradual slide into destitution. But Scott never stopped recording his songs, hundreds of them, onto casette tapes. Scott  records very beautiful, acoustic arrangements via 4-track and uses jaw-droppingly obvious samples from groups like Pet Shop Boys and Sting, then folds them into lo-fi effects and treated layers of hazy, blissed-out guitars and synths. The result combines the primordial stomp of Spacemen 3 with the visionary weirdness of Syd Barrett and Ariel Pink, and it is nothing less than mesmerizing.","","","1.3.4.7.8.11"
"Tiger Baby","Lost In You","Souvenir","Denmark's Tiger Baby was formed by Benjamin Teglbjærg and Nikolaj Gregersen in Copenhagen in 1999, following their split with the indie pop band Polytone. Shortly after that, the duo met the bewitching Pernille Pang, lead singer and lyric composer for Tiger Baby. ""Lost in You, ""their debut album on US label Souvenir, is a perfect springtime record -- breezy, dancey, and unapologetically pop. Their music is a must for fans of the school of chic Euro-pop epitomized by Stereolab, Saint Etienne, and Air, as well as the witty, sophisticated style popularized by labels like Darla and Le Grand Magistery. Pernille's voice, light as a butterfly, floats over toe-tapping beats, funky synths, and creamy basslines, yielding a sound that is ephemeral and lovely, fragile but also a whole lot of fun. The band is already ubiquitous on Danish radio and now it's your turn!","","","1.2.5.7.8"
"Bottom of the Hudson","Songs from the Barrel Commando","Happy Home","The front-porch narratives of Bottom of the Hudson have been a long-time project of front-man Eli Simon, a New Jersey native who has been writing and recording since the mid 90's. Quick comparisons can be made to some of the greats of the past 10 years (Guided By Voices, Neutral Milk Hotel and the Magnetic Fields) but a deeper listen reveals influences ranging from Townes Van Zandt to New Order to Document-era REM. Raised on a steady diet of home recording pioneers Sebadoh, Flying Saucer Attack, and Seesaw, Eli Simon has amassed a copious backlog of recorded material. Philadelphia's Happy Home Records is releasing the next installment of the Bottom of the Hudson back catalogue ""Songs from the Barrel Commando,"" while Simon works diligently on a split with Coyote (Birdman Records) for Hot Dog City Records.","","","1.3.5.8"
"Subtitle","Young Dangerous Heart","GSL","Close to two years since Subtitle's first appearance on GSL comes the towering L.A. emcee's official full-length debut, ""Young Dangerous Heart,"" which seriously gives nods to those long looking for the void left by a disbanding Antipop Consortium and Company Flow. Nearly 18 months in the making, the album finds Subtitle shape-shifting amid a diverse array of donated-beats and guest production from all over the California hip-hop underground. Contributions and/or appearances from ACEYALONE, MURS, OCTAVIUS, ALIAS, OMID, THAVIUS BECK, members of VISIONARIES, BUSDRIVER, and many others serve to enhance Subtitle's trademark stream-of-consciousness poetics and laid-back charm with both their signature flows and trademark beat landscapes, while his own production work continues to rewrite the rules... upside down and backwards.","","","2.3.4.7.9.10.12.14"
"Complete Strategist, The","We Care","Happy Home","The Complete Strategist is the brainchild of Billy Kilgannon -- a disillusioned student of the self-polishing Berklee College of Music, who was instead attracted to the unpretentious charm of XTC, Weezer, and the Kinks. After testing the waters solo with teasing minimalist pop, Kilgannon assembled a full-fledged band that embraces the generation of bed-sitting songwriters and invites them to the realm of thinking person’s pop music. Complete with tongue-in-cheek singalongs, melancholic messages, and shapeshifting guitars, the Complete Strategist nods to all who worshipped the underground heroes of ’90s indie music. Their debut album “We Care” is an imaginative collection of hummable pop songs sung in Kilgannon’s distinctive voice, which is at once playful and endearing. Energetic moments are book-ended with intimate harmonies, leaving a taste of tangled optimism with every listen.","","","2.4.5.6"
"Punks, The","Thank You For The Alternative Rock","Kill Rock Stars","Like toddlers gone wild in the playroom, the Punks grab whatever is near and spaz away and/or quietly twiddle. They formed in August of 2003 and their experimental party jams quickly took the Olympia scene by storm. Playing sold out shows and parties left and right with the likes of Deerhoof, Les Georges Leningrad, Gossip, Ted Leo, Mae-Shi, Coachwhips, the Decemberists, and more, the Punks rock the house with their group tribal drum jams, drone freak-outs, indecipherable sing alongs, broken keyboard ditties, sad songs, happy songs, and other tripped out sounds. Main members include KRS founder Slim Moon, Benny Pizza, Marianne Kozlowski-Overdrive, Marissa Punk, at times John Chavez, and such dazzling guest members as Jamie Stewart (Xiu Xiu), Jeff Byron (Mae-Shi), and Brendan Fowler (BARR). They may come off like a bunch of artsy know-it-alls, but the Punks know how to party","","","3.4.5.6.11"
"Odd Nosdam","Untitled Three","Anticon","Leaving behind the esoteric experiments of his past work, Odd Nosdam emerges from the smoking ruins of cLOUDDEAD, his brilliant and star-crossed collaboration with Doseone (of 13 & God) and Why?. ""Untitled Three,"" which is from the early stages of the forthcoming full length ""Burner,"" features a dusty micro-Moog and bold, layered melodic lines. It is by turns painstakingly quiet and intensely compressed; it marries rap-raw drums and deep-sea synths -- this is shoegaze for a new era. The EP commences and closes with duets with Kranky Records vocalist Jessica Bailiff, whose ethereal and consistently passionate voice has been turning heads for years. 13 & God/Subtle's Dax Pierson is also on board for a track here, and overall the EP has 13+ minutes of exclusive music not on the upcoming full, so get the first sneak peak from one of the year's most amazing and versitile records.","","","1.3.5.7"
"Tarantula","Tarantula","Self-Released","Instrumental post rock from this NYC four-piece (now a three piece).  At times I am reminded of certain Tortoise elements, but the group also calls to mind Noxagt (who sound like a viola-centric Lightning Bolt).  Their live show is much noiser than this self titled debut.   I saw them open for Drums and Tuba and they have toured with Medeski, Martin, and Wood, but they aren't a fucking jam band.  RIYL: Tortoise, Noxagt, Godspeed sans crescendos, and Drums and Tuba. ","","","4.3.2"
"DJ Spooky That Subliminal Kid & Dave Lombardo","Drums of Death","Thirsty Ear","Dj SPooky teamed up with SLAYER drummer Dave Lombardo, added Chuck D of PUBLIC ENEMY and Vernon Reid of LIVING COLOUR to the mix to bring the most progressive sci-fi hip hop album of the year.","","","3.4.5.9"
"Bella Lea","3-song Demo","Self-Released","When Keeley Davis and Jonathan Fuller left Denali to devote more time to Engine Down (which pre-dated Denali by four years), Maura Davis enlisted the help of drummer Ryan Rapsys (Gauge, Euphone) and bassist Stephen Howard (Pinebender) to round out the band for their last tour. Her new project, Bella Lea, consists entirely of Chicago musicians (except for Richmond-based Davis): Rapsys and Howard are joined here by guitarist Matt Clark (also from Pinebender). The new songs are definitely similar to Denali: dark and moody, they employ atmospheric guitars and Maura's beautiful haunting voice to full effect. Gone are the electronics and gadgetry of the two Denali records, and with them go the (not unkind) comparisons to Portishead. Instead is a new appreciation for melody (thank the Pinebender guys) and a rhythm section that is both more powerful and more organic. This three song demo was available during their Winter/Spring 2005 tour, a debut EP should be available by mid-summer.","","","2.3.1"
"Pale Pacific, The","Rules Are Predictable","Sidecho","THE PALE PACIFIC is the kind of band that will either appeal to you immediately, or grow on you relentlessly. Front man and lead vocalist Gabe Archer started the band with his cousin, Cameron Nicklaus, in 1994. Together the two wrote a batch of songs resulting in a six-song demo-tape, made on their 4 track. While playing shows to support the tape, the band filled out with different members and instruments, but one thing remained the same: Archer and Nicklaus were always busy recording new songs. Archer was clearly mastering melody, Nicklaus consumed with audio engineering. In the nine years of the Pale’s existence, they have become a pop-rock orchestra with wonderfully complex arrangements. They project an energetic force rarely seen in live performances.","","","2.3.4.1"
"Say Hi To Your Mom","Ferocious Mopes","Euphobia","SHTYM’s Eric Elbogen has again emerged from his bedroom to battle the absurdity of this world we’re in. Chiming in on curious topics ranging from the prospects of being a ghost to being in love with an android, Elbogen has created another dark pop gem. RIYD: Grandaddy, Luna, Death Cab","","","2.6.5.8"
"Tight Phantomz","Crazy When Wet","Southern","Tight Phantomz have a well deserved reputation around Chicago for being one of the greatest live acts to grace the dirty clubs around town. Mike and Cale used to rock out in local intelligentsia rock group LUSTRE KING and when that band dissolved continued playing together. The two drifted more and more to the sleazier side of rock and in the end, when the solidified the line up and created TIGHT PHANTOMZ found a perfect middle ground between the arena rock excess of THE DARKNESS, 70’s fuzz rock tones and DIY indie rock ideals. One of the few albums that is worthy of adjectives such as bombastic, sweat inducing, and raunchiness.","","","8.7.1.3.6."
"Outrageous Cherry","Our Love Will Change The World","Rainbow Quartz","The OC leans more on fast hooks and cynical jive-talk here than it has on its last few outings, which nearly saw the band disappear into holographic ether. *Our Love Will Change The World* is filled with loose women and tight riffs that crackle like a fistful of Pop Rocks. 1, 2 & 7 dispatch the sort of standoffish sophistry that marked *Flowers*-era Stones. ""Detroit Blackout"" is a punchy, portentious instrumental.","","","1.6.2.3.7-12"
"Sleater Kinney","The Woods","Sub Pop","An ambitious departure from the usual short, sharp, shocked sounds we've come to expect from SK. Fueled by fuzzed-out, in-the-red guitars, they stretch things out here (#9=11 minutes!), experimenting with longer song structures and serving up mostly big slabs of raw psychedelic blues.  Exciting stuff.","","","7.4.1.3.2"
"Riviera","At The End of the American Century","Glorious Noise","Chicago alt.country act, opening act for Jeff Tweedy. First full-length release. A blend of contemporay indie-rock with classic 70's southern rock. RIYL: Early Wilco, Ryan Adams, Ron Wood and Tom PettyCheck out their song on the Live on WLUW compilation.","","","8.4.9.2.113.10.12"
"The Sights","The Sights","New Line","Highly influenced by bands such as The Beatles, The Moody Blues, The Doors, Badfinger and Humble Pie, but more like a tribute to said bands than that of an interpretation. The talent is there but not the originality. Poppy, catchy, sing-along numbers but you feel as though you've heard it all before. Comfortable as your old ""jammies."" Track #12 actually continues on to cover ""Stay with Me"" originally by The Faces at the end. (making it a medley.)","","","5.3.10.11.9.8.4.2.6"
"Husky Rescue","Country Falls","Minty Fresh","Finnish band from Helsinki. Sweet/breathy vocals, dreamy and melodic, often-times psychedelic. Two hidden tracks:#11 titled ""The Good Man""#12 titled ""The Man Who Flew Away""","","","2.1.6.5.3.11.8"
"John Doe","Forever Hasn’t Happened Yet","Yep Rec","Founding member of the LA punk band: X. Exene Cervenka co-wrote Track #5, a duet with Neko Case. ""Forever Hasn't Happened Yet, Doe's latest release and first for Yep Roc, continues to gravel his voice and muck up his feet, a homebrewed distillation of old scratchy blues, country-folk, and noir, heavily annotated in mortality .... Doe brings a multi-experienced persona to the record's songs, that of the street poet turned front porch philosopher or the city-singed perspective's emulation of a roots icon, and walks through heartbreak, resuscitated memories, and the world's fatal spin with the air of a man completely prepared."" ...PopMatters.com ","","","5.1.8.2.3"
"Jim and Jennie and the Pinetops","Rivers Roll On By","Bloodshot","(Very authentic traditional bluegrass, with some tongue-in-cheek lyrics thrown in for good measure. Traditional numbers and originals, work together seamlessly. The listener could easily be sitting on a front porch with Jim and Jennie in Appalachia, enjoying a hootenanny.) Track #10 is the most contemporary sounding piece. ballads: 2, 3, 7, 8, 10, 11, 13stompers: 1, 4, 5, 6, 9, 12","","","6.1.12.3.5.2.4.11.9"
"I Love You But I’ve Chosen Darkness","I Love You But I’ve Chosen Darkness","Emperor Jones","OK, mid-tempo indie-rock.  Early 80's UK sound.  Similar to The Changes, The Names, Radio 4 (#4).","","","3.4.1"
"White Magic / American Analog Set","Songs of Hurt and Healing","Ouch!","Ouch! Records is a division of Tylenol's new guerilla marketing scheme, directed at party-hardy hipsters. Copies of this disc were distributed free with Arthur, preferred toilet reading for today's poorly-dressed music snob. American Analog Set sticks to the Elliot Smith Lite it's been doing, while White Magic harkens back to Nico's The Marble Index. SoH&H won't cure a hangover on it's lone, but #4 sounds amazing with some other music playing at the same time. (Try it - make your own mashup!)","","","5.2.6.4.1"
"Beck","Mutations","DGC","Beck’s “beautiful” album, his “Sunday afternoon” album, or his “daydreamer” album; take your pick.  Mutations as a whole bears a striking resemblance to THE ROLLING STONES’ “Jigsaw Puzzle,” if that means anything to you.  If you don’t like country at all this’ll make you like it… for a half hour, at least.  It’s like hitching a ride on the back of a flatbed truck in 1932… the truck’s all dusty and mud-caked and as you bounce along basking in the sun everyone’s slowly, steadily, meditatively emptying their flasks but wouldn’t and don’t hesitate to let their chin drop at the delicate beauty of the countryside.  Plus this understated Pet Sounds type of baroqueness and Nigel Godrich-OK Computer -producer-man himself giving it a dreamy sparkle.  p.s. it’s got the best hidden track ever made (“Diamond Bollocks,” end of trk 11) which btw is more Odelay than everything else here.  I love this album.","","","2, 11 (ends at -7:00, hidden trk starts at -6:01), 1, 6 (radio single), 8, 3, all"
"Kitchens of Distinction","The Death of Cool","A & M","Classy, elegant, shimmering, atmospheric, and sometimes epic Brit-rock in the vein of THE CHAMELEONS, LUSH… or maybe JAMES (minus the goofiness).  This, their third album, is supposed to be their strongest and it is in fact pretty solid.  Also of note is the fact that the singer/bassist of the trio is gay… and trk 2 in particular is explicitly about homosexual love (or unrequited, repressed/oppressed homosexual love, as the case may be). ","","","2.4.5.9"
"Boredoms","Seadrum / House of Sun","Vice","See cover","","","1.2"
"Col. Knowledge & The Lickety Splits","Fall In love All Over Again","Alive","Col. Knowledge blasts out anthemic pop with a British invasion, garage-soul, lo-fi throw back flair. The Athens, GA quarter top it all off with tongue-in-cheek lyrics and a manic delivery. RIYL: Elvis Costello, Apples In Stereo, the Nuggets sets.","","","3.11.10.4.6"
"Grey DeLisle","Iron Flowers EP","Sugar Hill","Grey DeLisle has a spectacular voice that does nothing but soar above beuatiful appalachian folk. Slide guitars intertwine with acoustics, banjos and ever percussive instrument you could think of. The EP features 2 songs from the forthcoming album of the same name (one of which is a mind-blowing version of QUEEN’s Bohemian Rhapsody, which I hated until I heard this rendition), an acetate mono mix of a track that can be found on the forthcoming album (which includes a full, plugged in band) and an exclusive track recorded in a garage on a 4-track recorded which is a Bruce Springsteen cover.","","","1.4.3.2."
"Beck","Gameboy Variations","Interscope","Retired from the shelf and actually added to the library. 4 exclusive remixes done from Beck’s new album, Guero, done on a Gameboy. The tracks are, as expected, glitchy and full of video game goodness. Enjoy.","","","1.4.2.3"
"Jason Forrest","Lady Fantasy","Sonig","Abstractions in the obscure & unrecognizable. “IDM miscreant” Jason Forrest (frmly Donna Summer) courts fans of NEU & BOWIE’s Berlin on track 1, demands you turn up bombastic synths on track 2, breaks into catchy pop on track 3 & closes with a multi directional explosion! Now we’re clamoring for the new LP.","","","2.3.1.4"
"Sparrow","The Early Years","Absolutely Kosher","Sparrow’s latest infectious pop gold. These glorious gems swirl with bright guitars, engaging harmonies, luscious strings and a full horn section. RIYL: Of Montreal, New Pornagraphers, The Shins","","","2.3.6.7.9"
